-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2016|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2016||||||||||||
||Januari|201601|Mei|201605|September|201609|||||||
||Februari|201602|Juni|201606|Oktober|201610|||||||
||Maart|201603|Juli|201607|November|201611|||||||
||April|201604|Augustus|201608|December|201612|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201601----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Noordzeekrab|13546|15107,680000000004|1862|2504,6199999999994|11632|12505,4|52|97,66|
Zeekreeft|269|3043,4300000000003|86|977,51|183|2065,92|-|-|
Andere schaaldieren|368|217,36999999999995|-|-|326|166,70999999999995|42|50,66|
Schelpen|13422|72312,49999999999|1143|7082,26|11615|60316,94999999998|664|4913,29|
Inktvis|83807|348656,08999999985|15213|65047,02000000003|62320|261470,62000000002|6274|22138,449999999997|
Wulk|2360|2649,71|290|936,65|1758|1496,7600000000002|312|216,3|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201612----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - December 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1625053|5415793,870000003|691787|2336758,9299999997|906097|2988440,6599999997|27169|90594,27999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|1400960|4397402,530000002|595117|1835187,8699999996|783477|2502350,1999999993|22366|59864,459999999985|
Schelvis|1679|3669,01|3|3,15|1676|3665,8600000000006|-|-|
Kabeljauw|15632|55686,20000000002|3194|13724,27|11876|39628,939999999995|562|2332,989999999999|
Koolvis|184|316,28999999999996|-|-|184|316,28999999999996|-|-|
Wijting|11707|13414,060000000001|4311|5170,87|7025|7932,050000000002|371|311,14|
Pollak|486|2054,2400000000002|163|661,3899999999999|317|1372,9299999999998|6|19,92|
Leng|1450|4744,619999999999|337|1082,1|1107|3644,4599999999996|6|18,06|
Heek|603|1358,2700000000002|85|135,67999999999998|518|1222,5900000000004|-|-|
Steenbolk|22995|13556,750000000002|8377|5187,3899999999985|13464|7809,539999999999|1154|559,82|
Schol|630027|893537,020000001|270396|394095,74|349917|488045,3699999997|9714|11395,910000000002|
Bot|679|573,74|532|476,44000000000005|-|-|147|97,29999999999998|
Schar|8136|7261,8200000000015|4912|3570,6600000000003|2146|2433,8499999999995|1078|1257,3100000000002|
Tong|151387|1590597,0999999999|68311|681405,1299999998|81044|886167,8899999997|2032|23024,079999999987|
Tarbot|43840|439385,52000000054|21882|216249,42999999996|21466|218522,51|492|4613,58|
Griet|33825|230583,51|12468|87969,59999999987|20821|138687,40000000008|536|3926,51|
Tongschar|32009|192246,34000000008|10702|59504,25999999996|20981|130612,36999999997|326|2129,71|
Schartong|26757|76646,04000000001|5521|17607,04|21236|59038,99999999999|-|-|
Heilbot|40|550,24|29|401,74|11|148,5|-|-|
Hondstong|2365|4817,219999999999|538|998,73|1827|3818,49|-|-|
Rog|84011|171902,5000000001|34822|74884,28000000004|49189|97018,22|-|-|
Rode poon|200896|164392,84000000003|95475|81209,91000000003|101307|80866,45000000001|4114|2316,48|
Grauwe poon|982|263,62|110|25,990000000000002|867|236,63|5|1|
Engelse poon|24395|8543,450000000003|7664|2724,6200000000003|16542|5753,050000000002|189|65,78|
Zeewolf|133|497,36|-|-|133|497,36|-|-|
Zeeduivel|30852|364315,6199999998|10411|112456,40999999996|20241|249155,86|200|2703,35|
Kongeraal|5162|5928,160000000001|2009|2565,9699999999993|3149|3361,3499999999995|4|0,84|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6603|20798,310000000016|3967|15299,2|2618|5423,620000000001|18|75,49|
Zeebaars|1988|19914,15|962|9454,210000000003|828|8169,799999999998|198|2290,14|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|38615|13779,539999999999|18626|7272,850000000001|19161|6257,12|828|249,57000000000002|
Zandhaai|21|7,42|14|5,74|7|1,68|-|-|
Andere soorten|23501|96061,56999999995|9296|41045,070000000014|13819|52541,01999999999|386|2475,48|
|||||||||
Pelagische vis :|||||||||
Totaal|3168|2882,3200000000006|2855|2353,4700000000003|289|507,22|24|21,63|
Horsmakereel|189|260,37|177|242,13|12|18,24|-|-|
Haring|2602|1257,4300000000003|2325|843,26|253|392,54|24|21,63|
Makreel|377|1364,5200000000002|353|1268,0800000000002|24|96,44|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|220925|1015509,0200000003|93815|499217,59|122331|485583,2400000003|4779|30708,19|
Garnaal|21297|203242,35|17988|167524,60000000003|1605|16050|1704|19667,75|
Langoestine geheel|5847|47285,020000000004|5834|47137,27999999999|13|147,74|-|-|
Langoestine staartje|1186|13225,500000000002|1027|11548,76|159|1676,7400000000002|-|-|
Noordzeekrab|3456|14337,460000000005|1352|5105,830000000001|1972|8895,349999999999|132|336,28|
Zeekreeft|156|1716,6999999999998|148|1598,6899999999998|8|118,01|-|-|
Andere schaaldieren|654|512,77|173|39,92|450|361,42|31|111,42999999999999|
Schelpen|23435|110961,06999999998|9519|44991,539999999986|13283|62633,159999999996|633|3336,37|
Inktvis|161088|619515,8800000002|56270|218276,31000000003|102800|394117,8600000003|2018|7121,71|
Wulk|3806|4712,2699999999995|1504|2994,6600000000003|2041|1582,9599999999998|261|134,65|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
