-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2022|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2022||||||||||||
||Januari|202201|Mei|202205|September|202209|||||||
||Februari|202202|Juni|202206|Oktober|202210|||||||
||Maart|202203|Juli|202207|November|202211|||||||
||April|202204|Augustus|202208|December|202212|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------202201----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Tarbot|13028|185569,72000000006|7362|104759,05000000002|5646|80591,25000000003|20|219,42000000000002|
Griet|4845|69099,63000000008|2593|37403,759999999995|2240|31583,200000000008|12|112,67|
Tongschar|15718|64442,35999999996|7050|29275,000000000007|8668|35167,35999999999|-|-|
Schartong|39578|40685,48000000001|15426|15127,62|24152|25557,859999999997|-|-|
Heilbot|120|1511,82|70|800,5899999999999|50|711,23|-|-|
Hondstong|2538|4047,1200000000003|2165|3383,9800000000005|373|663,14|-|-|
Rog|93055|245600,84999999998|41738|107402,78999999998|51281|138143,38|36|54,68|
Rode poon|8251|17069,530000000006|3364|7495,59|4879|9569,880000000001|8|4,06|
Grauwe poon|1771|688,42|543|279,9|1228|408,52|-|-|
Engelse poon|1428|1045,0100000000002|830|600,0000000000001|598|445,01000000000005|-|-|
Zeewolf|1375|3570,92|800|2234,42|575|1336,5|-|-|
Zeeduivel|31986|311936,32000000007|17958|153048,78999999995|14028|158887,5299999999|-|-|
Kongeraal|742|1033,0000000000002|433|582,9699999999999|307|448,24999999999994|2|1,78|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|5738|23616,399999999994|1859|8344,630000000001|3858|15241,870000000003|21|29,900000000000002|
Zeebaars|802|13880,389999999998|213|3637,530000000001|84|1530,1399999999999|505|8712,72|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|31766|16054,690000000004|15725|7484,05|16028|8567,15|13|3,49|
Zandhaai|340|131|295|114,14999999999999|29|13,62|16|3,23|
Andere soorten|7038|34858,639999999985|3198|18023,5|3818|16799,84|22|35,3|
|||||||||
Pelagische vis :|||||||||
Totaal|905|321,24000000000007|205|158,82|199|94,75|501|67,66999999999999|
Horsmakreel|864|188,39000000000007|174|54,379999999999995|189|66,34|501|67,66999999999999|
Haring|-|-|-|-|-|-|-|-|
Makreel|41|132,85|31|104,44|10|28,410000000000004|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|78938|410073,48999999993|40062|223469,03999999998|32601|124222,03000000001|6275|62382,42000000001|
Garnaal|19478|175921,27|11271|95917,18999999999|1964|17707,98|6243|62296,100000000006|
Langoestine|10838|99419,08999999997|5909|55336,64|4929|44082,450000000004|-|-|
Noordzeekrab|3062|18799,870000000003|1280|7881,689999999999|1780|10917,310000000003|2|0,87|
Zeekreeft|352|5167,049999999999|152|2388,0199999999995|200|2779,03|-|-|
Andere schaaldieren|224|317,9700000000001|143|226,23999999999998|74|88,11000000000001|7|3,62|
Schelpen|7923|30728,829999999994|5419|21143,44|2504|9585,390000000003|-|-|
Inktvis|33171|76770,63999999996|13697|38858,380000000005|19451|37830,43000000001|23|81,83000000000001|
Wulk|3890|2948,770000000001|2191|1717,4399999999996|1699|1231,33|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202207----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juli 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1027190|7253316,41999999|482578|3659498,37|529080|3466721,2299999995|15532|127096,81999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|882808|6537973,57999999|380664|3116229,3400000003|495348|3362002,539999999|6796|59741,69999999998|
Schelvis|16417|20574,42000000002|6553|8402,999999999998|9693|12040,39|171|131,03|
Kabeljauw|9554|38199,43000000001|4367|17867,01|5176|20300,84999999999|11|31,57|
Koolvis|163|209,52000000000004|63|84,35|100|125,16999999999999|-|-|
Wijting|4768|9841,59|2220|4902,18|2525|4907,090000000002|23|32,32|
Pollak|398|2107,35|195|1047,1799999999998|203|1060,17|-|-|
Leng|1606|4007,9900000000016|416|881,8499999999998|1178|3095,1800000000003|12|30,96|
Heek|10317|23498,49000000001|4148|9380,310000000003|6138|14066,279999999999|31|51,9|
Steenbolk|4970|4281,3600000000015|2935|2067,1099999999997|1986|2184,9099999999994|49|29,34|
Schol|193045|633237,2700000004|63116|219176,64999999988|129289|411811,3|640|2249,3199999999993|
Bot|7987|8825,320000000002|5371|5990,710000000001|1732|1924,2699999999998|884|910,34|
Schar|12216|7580,8|5162|3679,77|7044|3895,6299999999997|10|5,4|
Tong|234150|4387638,439999989|119881|2204938,0800000005|112058|2142122,6199999982|2211|40577,73999999999|
Tarbot|15031|246486,53999999975|7422|122962,58999999994|7463|121109,59999999998|146|2414,35|
Griet|7079|96737,84999999999|3773|54084,200000000004|3186|40937,91999999998|120|1715,73|
Tongschar|28107|112505,34000000001|12113|49455,76999999998|15690|62048,03999999998|304|1001,53|
Schartong|118457|132892,09000000008|45841|49012,80000000002|72227|83209,41000000003|389|669,88|
Heilbot|362|4378,09|153|1759,12|209|2618,9700000000003|-|-|
Hondstong|6782|10815,509999999997|3163|5112,330000000001|3619|5703,18|-|-|
Rog|83493|176629,87000000008|33289|78617,02999999997|49568|97100,27999999998|636|912,5600000000001|
Rode poon|14632|22648,170000000013|8976|13786,580000000004|5527|8657,25|129|204,34000000000006|
Grauwe poon|3975|989,49|1809|445,5199999999999|2153|541,3699999999999|13|2,6|
Engelse poon|3386|1546,82|1704|867,48|1605|644,73|77|34,61|
Zeewolf|640|2399,72|186|625,0100000000001|454|1774,7099999999998|-|-|
Zeeduivel|55228|495067,48000000004|21929|208760,51000000007|32966|282634,47|333|3672,5000000000005|
Kongeraal|1734|1766,3600000000004|734|942,5899999999999|961|808,5599999999998|39|15,209999999999999|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8470|32705,210000000043|4907|18390,490000000013|3505|13873,29|58|441,4299999999999|
Zeebaars|590|9047,16|288|4312,200000000001|53|743,88|249|3991,08|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|29793|10665,230000000001|14226|6611,76|15497|4038,0700000000006|70|15,4|
Zandhaai|262|73,06|129|46,379999999999995|-|-|133|26,68|
Andere soorten|9196|40617,60999999997|5595|22018,780000000013|3543|18024,950000000004|58|573,88|
|||||||||
Pelagische vis :|||||||||
Totaal|4413|9398,97|3803|8349,23|583|1041,7|27|8,040000000000001|
Horsmakreel|1311|860,56|942|663,23|342|189,29000000000002|27|8,040000000000001|
Haring|20|6,4|20|6,4|-|-|-|-|
Makreel|3051|8382,44|2811|7535,84|240|846,6|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|31|149,57|30|143,76|1|5,81|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|139969|705943,8700000001|98111|534919,8|33149|103676,99|8709|67347,08|
Garnaal|46628|331286,2100000001|36910|253442,15|1836|13144,82|7882|64699,24|
Langoestine|13833|147936,73|10493|121159,40000000002|3340|26777,330000000005|-|-|
Noordzeekrab|4966|25373,86|2727|13989,379999999997|2024|10946,720000000001|215|437,76|
Zeekreeft|407|5336,7699999999995|298|3793,4400000000005|109|1543,33|-|-|
Andere schaaldieren|230|387,91|213|370,18999999999994|15|12,76|2|4,96|
Schelpen|9039|31017,849999999988|4869|19866,920000000002|4012|10550,910000000005|158|600,02|
Inktvis|63424|163464,53|41941|121762,30999999994|21031|40097,11999999999|452|1605,1000000000001|
Wulk|1442|1140,0100000000004|660|536,0099999999999|782|604|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202208----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Augustus 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1103781|7210115,63|462379|3012996,9600000004|608899|4019524,139999999|32503|177594,53000000003|
|||||||||
Bodemvissen :|||||||||
Totaal|884392|6080600,609999999|315077|2198543,8000000007|558695|3823571,4699999993|10620|58485,34|
Schelvis|25563|31290,150000000012|9024|9962,880000000003|16539|21327,27000000001|-|-|
Kabeljauw|5288|27245,35999999999|3301|17388,50000000001|1986|9854,84|1|2,02|
Koolvis|61|105,55000000000001|44|77,07|17|28,48|-|-|
Wijting|4271|9793,719999999996|1667|3448,19|2596|6340,790000000002|8|4,74|
Pollak|257|1506,8100000000002|116|746,79|141|760,02|-|-|
Leng|1438|4286,4800000000005|452|1296,6699999999998|986|2989,8099999999995|-|-|
Heek|11164|26668,76999999999|3612|8171,700000000003|7552|18497,07|-|-|
Steenbolk|7544|6195,159999999999|3877|2073,75|3552|4062,0399999999995|115|59,37|
Schol|183467|619036,0599999999|61954|208868,22000000003|118894|400773,8200000001|2619|9394,020000000002|
Bot|4120|4217,559999999999|1836|1920,97|931|924,2099999999999|1353|1372,3799999999999|
Schar|16042|7618,0099999999975|6627|3073,109999999999|9387|4522,92|28|21,98|
Tong|195314|3744546,74|73355|1396439,32|120694|2323269,3499999996|1265|24838,07|
Tarbot|19073|301573,22999999975|7831|124110,92000000009|10677|169530,07000000015|565|7932,24|
Griet|9604|117070,45999999993|3220|40651,299999999974|5847|70000,59000000003|537|6418,570000000001|
Tongschar|36582|158028,57|10155|44399,57000000001|26243|112552,05999999994|184|1076,9399999999998|
Schartong|102720|118169,57000000004|38739|35818,82999999999|63981|82350,74|-|-|
Heilbot|89|1068,67|52|630,9|37|437,77|-|-|
Hondstong|6433|9839,869999999999|3030|4338,039999999999|3403|5501,829999999999|-|-|
Rog|132978|267982,1000000002|41940|88308,53000000004|88674|176049,94999999992|2364|3623,620000000001|
Rode poon|13250|27446,459999999995|5422|10477,819999999994|7371|16184,65|457|783,99|
Grauwe poon|2344|527,89|731|158,1|1613|369,79|-|-|
Engelse poon|7345|6744,48|3396|3150,4400000000005|3691|3391,5899999999997|258|202,45000000000005|
Zeewolf|56|247,13|17|91,59|39|155,54|-|-|
Zeeduivel|48572|467569,9299999997|14901|144850,53|33617|322077,65999999986|54|641,74|
Kongeraal|2188|1578,1600000000003|738|565,7199999999999|1450|1012,4399999999998|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|5519|38955,56000000001|2197|18332,020000000008|3308|20541,03000000001|14|82,50999999999999|
Zeebaars|589|7496,600000000001|325|4095,869999999999|184|2356,64|80|1044,09|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|33026|14973,219999999994|13293|5128,710000000001|19125|9615,559999999998|608|228,95|
Zandhaai|236|126,30000000000001|177|110,84|47|10,98|12|4,48|
Andere soorten|9259|58692,03999999997|3048|19856,9|6113|38081,95999999999|98|753,18|
|||||||||
Pelagische vis :|||||||||
Totaal|2905|6551,490000000001|1126|2821,44|1767|3697,5299999999997|12|32,519999999999996|
Horsmakreel|165|145,26999999999998|-|-|165|145,26999999999998|-|-|
Haring|-|-|-|-|-|-|-|-|
Makreel|2560|5633,02|979|2246,38|1569|3354,12|12|32,519999999999996|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|180|773,1999999999999|147|575,06|33|198,14|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|216484|1122963,53|146176|811631,7199999997|48437|192255,13999999996|21871|119076,67000000003|
Garnaal|132309|757794,6100000002|112068|640916,8899999999|2869|17286,54|17372|99591,18000000002|
Langoestine|13086|154711,03|6661|77242,31999999999|6425|77468,70999999998|-|-|
Noordzeekrab|6507|28216,770000000004|3374|12170,63|3028|15416,069999999998|105|630,0699999999999|
Zeekreeft|397|4898,6|200|2484,1099999999997|197|2414,49|-|-|
Andere schaaldieren|260|479,3299999999999|136|275,96|88|135,35999999999999|36|68,00999999999999|
Schelpen|7925|27951,729999999996|3411|14580,589999999997|4120|11652,17|394|1718,97|
Inktvis|53446|146486,4799999999|19603|63214,60999999999|29879|66203,43|3964|17068,44|
Wulk|2554|2424,9800000000005|723|746,6099999999999|1831|1678,37|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202209----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - September 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1111956|6774880,820000007|575748|3636878,4199999985|491954|2922655,1199999987|44254|215347,28|
|||||||||
Bodemvissen :|||||||||
Totaal|875195|5614483,380000006|406848|2791061,1299999985|450654|2746433,769999999|17693|76988,47999999998|
Schelvis|26094|28746,11000000001|9588|13827,550000000003|16506|14918,560000000001|-|-|
Kabeljauw|5040|22942,02|1117|5068,22|3858|17691,379999999997|65|182,42000000000002|
Koolvis|190|271,62|2|2,76|188|268,86|-|-|
Wijting|3093|6393,910000000002|1507|3402,6400000000012|1581|2988|5|3,2699999999999996|
Pollak|233|1242,77|105|612,57|128|630,2000000000002|-|-|
Leng|1068|3560,620000000001|575|1874,6000000000001|493|1686,02|-|-|
Heek|5992|19385,710000000003|2808|9299,720000000003|3184|10085,990000000002|-|-|
Steenbolk|3483|3483,9900000000007|2181|2342,2400000000002|1107|1043,6|195|98,15|
Schol|169294|584138,0099999995|56295|198688,16999999984|109528|373167,9000000001|3471|12281,940000000002|
Bot|6712|6882,510000000001|4797|5059,139999999998|330|312,9|1585|1510,47|
Schar|12891|6038,119999999999|5192|2435,65|7449|3428,61|250|173,85999999999999|
Tong|186357|3290915,8400000026|99059|1731754,7099999986|85390|1525740,689999999|1908|33420,43999999999|
Tarbot|21266|318159,0899999999|10422|155064,05999999997|10456|158136,07999999996|388|4958,95|
Griet|11999|137815,52000000014|6176|71800,13999999997|5110|58574,43999999999|713|7440,94|
Tongschar|18643|83183,65000000002|8751|41636,319999999985|9521|39459,54999999999|371|2087,78|
Schartong|96386|175649,03000000012|45288|82950,85999999999|51098|92698,16999999997|-|-|
Heilbot|52|658,2|-|-|52|658,2|-|-|
Hondstong|6045|11374,280000000002|2966|5840,9800000000005|3079|5533,299999999998|-|-|
Rog|177182|375763,32999999984|88805|196825,4499999999|84510|171605,77|3867|7332,109999999999|
Rode poon|16558|23616,899999999998|8987|10277,490000000002|6730|12298,880000000001|841|1040,5299999999997|
Grauwe poon|2475|548,1300000000002|1437|331,29999999999995|1038|216,83000000000004|-|-|
Engelse poon|3000|1665,95|1309|460,22|1388|1020,5900000000001|303|185,14|
Zeewolf|11|41,69|-|-|11|41,69|-|-|
Zeeduivel|40078|381886,94999999984|18837|185184,03999999983|21241|196702,90999999995|-|-|
Kongeraal|2767|2980,399999999999|1390|1428,9500000000003|1377|1551,4500000000005|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|3057|14440,150000000003|549|2041,9700000000005|2436|12155|72|243,18|
Zeebaars|1907|22784,399999999994|842|10748,419999999996|836|9445,46|229|2590,52|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|40462|21538,9|21091|10656,279999999999|17364|10057,47|2007|825,1500000000001|
Zandhaai|2465|2431,2200000000003|589|486,19|766|825,25|1110|1119,78|
Andere soorten|10395|65944,36000000002|6183|40960,49|3899|23490,02|313|1493,85|
|||||||||
Pelagische vis :|||||||||
Totaal|4092|5842,8600000000015|1176|1404,9599999999998|2903|4390,280000000001|13|47,620000000000005|
Horsmakreel|241|244,14|67|74,83|174|169,30999999999997|-|-|
Haring|11|30,69|-|-|11|30,69|-|-|
Makreel|3793|5360,170000000001|1096|1288,53|2689|4036,5700000000006|8|35,07|
Sprot|5|12,55|-|-|-|-|5|12,55|
Andere soorten|42|195,31|13|41,6|29|153,71|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|232669|1154554,5799999998|167724|844412,3300000002|38397|171831,07|26548|138311,18000000002|
Garnaal|145919|779153,3899999998|127865|673328,7000000002|2534|13289,09|15520|92535,60000000002|
Langoestine|10426|98378,44000000002|4519|49441,43|5907|48937,009999999995|-|-|
Noordzeekrab|8193|30990,490000000013|4619|16239,100000000002|3310|13654,029999999995|264|1097,3600000000001|
Zeekreeft|637|7226,219999999999|312|2991,9799999999996|325|4234,24|-|-|
Andere schaaldieren|653|897,61|365|549,19|221|252,92999999999998|67|95,49|
Schelpen|10595|46449,31|6289|29376,620000000003|3059|11816,93|1247|5255,76|
Inktvis|52313|187802,31000000008|21432|70204,42000000003|21451|78286,52000000002|9430|39311,37|
Wulk|3933|3656,8099999999995|2323|2280,89|1590|1360,3200000000002|20|15,6|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202210----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Oktober 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1306141|7301114,439999998|624693|3156124,7199999993|632194|3913250,8|49254|231738,92|
|||||||||
Bodemvissen :|||||||||
Totaal|819106|5265165,029999998|314836|1800660,9299999992|492316|3400284,6999999997|11954|64219,4|
Schelvis|21951|29151,829999999998|6768|9580,670000000002|15183|19571,159999999996|-|-|
Kabeljauw|5430|23867,80000000001|1362|7329,6100000000015|3748|15441,320000000003|320|1096,8700000000001|
Koolvis|59|120,14999999999999|2|3,56|57|116,58999999999999|-|-|
Wijting|3664|8996,889999999998|1498|3121,11|1761|5324,160000000001|405|551,62|
Pollak|366|2427,15|51|305,35|315|2121,8|-|-|
Leng|902|3459,8|223|798,5799999999999|679|2661,2200000000003|-|-|
Heek|4092|16021,01|1319|4795,330000000001|2773|11225,68|-|-|
Steenbolk|8659|11817,130000000006|3658|4183,59|4927|7437,840000000001|74|195,7|
Schol|141954|516751,7699999995|76681|269066,18999999994|64531|245025,16000000003|742|2660,4199999999996|
Bot|6097|7195,420000000001|4579|5435,679999999999|184|230|1334|1529,7399999999998|
Schar|10410|8117,6799999999985|5588|3887,89|2760|2194,61|2062|2035,18|
Tong|164512|2916276,6399999973|55070|928193,4699999995|106517|1943006,0399999996|2925|45077,130000000005|
Tarbot|18365|280683,6200000002|9673|141635,18000000005|8555|137196,56000000008|137|1851,8799999999999|
Griet|10313|119140,54000000004|4485|52267,659999999996|5783|66432,33999999998|45|440,54|
Tongschar|16267|89069,15000000001|5041|24898,140000000003|11200|64016,96|26|154,05|
Schartong|54643|165588,55|9955|25336,66|44688|140251,88999999996|-|-|
Heilbot|22|293,42999999999995|22|293,43|-|-|-|-|
Hondstong|3283|7636,180000000001|1004|1456,1799999999998|2279|6180,000000000002|-|-|
Rog|164074|413312,4899999998|49884|118134,62000000002|113606|293756,56|584|1421,3100000000004|
Rode poon|58692|54349,25|29898|31003,579999999994|27086|22311,879999999997|1708|1033,79|
Grauwe poon|569|116,57000000000002|139|27,8|430|88,77|-|-|
Engelse poon|10635|4965,329999999998|6627|3139,4|3842|1744,3599999999994|166|81,57|
Zeewolf|414|1715,42|-|-|414|1715,42|-|-|
Zeeduivel|34398|393577,2700000004|7792|86519,20999999999|26606|307058,06000000006|-|-|
Kongeraal|3765|3557,82|943|858,2499999999998|2799|2685,08|23|14,49|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|16913|51047,57|10141|29696,41999999998|6743|21214,639999999992|29|136,51|
Zeebaars|2558|24818,910000000007|1197|11754,259999999997|945|8982,130000000001|416|4082,5200000000013|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|37483|25746,22999999999|14110|7885,770000000001|22841|17606,789999999997|532|253,67000000000002|
Zandhaai|1750|974,0899999999999|1006|560,03|581|299,71|163|114,35000000000001|
Andere soorten|16866|84369,33999999994|6120|28493,310000000023|10483|54387,970000000016|263|1488,0600000000002|
|||||||||
Pelagische vis :|||||||||
Totaal|7752|13615,67|4690|7145,49|2927|6119,63|135|350,55|
Horsmakreel|2235|1636,8700000000001|1843|1233,9699999999998|392|402,9|-|-|
Haring|10|26,18|-|-|-|-|10|26,18|
Makreel|5281|11257,49|2754|5617,43|2475|5518,860000000001|52|121,19999999999999|
Sprot|73|203,17000000000004|-|-|-|-|73|203,17000000000002|
Andere soorten|153|491,96|93|294,09000000000003|60|197,87|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|479283|2022333,7399999993|305167|1348318,3|136951|506846,47000000003|37165|167168,97|
Garnaal|203093|989098,6599999998|175576|840990,5199999999|6183|32730,68|21334|115377,46|
Langoestine|5956|48181,31|5943|48019,49|13|161,82|-|-|
Noordzeekrab|8217|32322,53000000001|3369|13998,009999999998|4841|18318,989999999998|7|5,529999999999999|
Zeekreeft|363|4624,300000000001|153|1554,7400000000002|210|3069,56|-|-|
Andere schaaldieren|1548|1191,9400000000003|709|658,15|796|489,37|43|44,42|
Schelpen|24748|98038,23999999998|10111|38244,91|13805|55927,58000000001|832|3865,75|
Inktvis|224847|840929,8599999996|105299|401863,70000000007|105074|391749,85000000003|14474|47316,31|
Wulk|10511|7946,9000000000015|4007|2988,7800000000007|6029|4398,619999999999|475|559,5|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202211----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - November 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1442495|8142585,130000003|713130|3708399,299999998|690981|4270327,739999999|38384|163858,08999999997|
|||||||||
Bodemvissen :|||||||||
Totaal|774946|5344420,360000002|278581|1791519,4999999993|489538|3523867,2999999993|6827|29033,559999999998|
Schelvis|18288|30309,68999999999|4142|8296,22|14146|22013,47|-|-|
Kabeljauw|11689|48902,69000000002|3286|14054,239999999998|8316|34584,66999999997|87|263,78000000000003|
Koolvis|59|126,37|22|57,34|37|69,03|-|-|
Wijting|18143|32386,510000000002|9291|15147,859999999993|7648|15839,220000000001|1204|1399,43|
Pollak|1123|7086,710000000001|339|1923,1399999999999|784|5163,57|-|-|
Leng|1200|3969,939999999999|566|1887,9299999999996|634|2082,0100000000007|-|-|
Heek|4187|14457,259999999998|1285|4680,98|2902|9776,280000000004|-|-|
Steenbolk|8239|11471,449999999997|4173|5456,55|4045|5972,9|21|42|
Schol|96713|364293,6200000002|38056|145089,94999999992|58508|218650,57000000004|149|553,0999999999998|
Bot|4006|5171,1|2795|3710,6099999999997|629|813,96|582|646,53|
Schar|13402|10155,770000000002|8046|5783,309999999999|3656|2632,2500000000005|1700|1740,21|
Tong|170763|3053590,6200000006|58551|1002052,3399999996|111339|2036686,9999999995|873|14851,28|
Tarbot|15360|237920,5599999997|5370|84463,12999999998|9950|152894,37|40|563,06|
Griet|12228|142740,91|4573|50663,67|7636|91850,80999999994|19|226,43|
Tongschar|16835|106562,43999999999|6260|37958,649999999994|10575|68603,79000000002|-|-|
Schartong|50126|230144,16|13007|57883,28999999999|37119|172260,87000000005|-|-|
Heilbot|7|81,36000000000001|3|37,77|4|43,59|-|-|
Hondstong|4516|8269,07|1616|2290,65|2900|5978,419999999999|-|-|
Rog|160710|432708,1600000003|46513|129768,57999999996|114006|302354,00999999995|191|585,57|
Rode poon|57259|55383,14999999998|29222|27918,650000000005|27398|27083,99|639|380,51|
Grauwe poon|338|71,62|83|17,860000000000003|255|53,760000000000005|-|-|
Engelse poon|6836|3421|2314|999,5699999999999|4434|2377,4899999999993|88|43,94|
Zeewolf|770|2521,6400000000003|312|1043,3|458|1478,3400000000001|-|-|
Zeeduivel|27305|344039,98000000004|8755|103074,63|18550|240965,35|-|-|
Kongeraal|4007|3933,81|1674|1383,8700000000001|2333|2549,9399999999996|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6640|22134,889999999996|2794|9177,28|3837|12947,149999999998|9|10,46|
Zeebaars|5186|54643,360000000015|2466|27948,140000000007|2098|20234,579999999998|622|6460,64|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|42607|25270,93|15033|8980,98|27081|15755,030000000002|493|534,92|
Zandhaai|419|276,69|324|216,55|86|55,81999999999999|9|4,32|
Andere soorten|15985|92374,89999999998|7710|39552,45999999999|8174|52095,06000000002|101|727,3799999999999|
|||||||||
Pelagische vis :|||||||||
Totaal|28755|31629,53|16174|18618,25|11712|12131,39|869|879,89|
Horsmakreel|6186|3676,0499999999993|2719|1805,94|3467|1870,1099999999997|-|-|
Haring|15430|10957,150000000001|8748|5427,6900000000005|5813|4649,57|869|879,89|
Makreel|6929|16741,969999999998|4705|11376,72|2224|5365,250000000001|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|210|254,36|2|7,9|208|246,45999999999998|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|638794|2766535,2400000007|418375|1898261,5499999989|189731|734329,0499999997|30688|133944,63999999996|
Garnaal|234900|1088690,4300000002|209656|964451,9999999999|3181|15152,37|22063|109086,05999999998|
